DS-ID	Tissue	Time	Patient	Peak-File	Cut-Count-File	Aggregation-ID
DS12863	NHDF_Ad	nan	nan	/net/seq/data/aggregations/LN2643/aggregation-4138/peaks/LN2643.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2643/aggregation-4138/LN2643.GRCh38_no_alts.cutcounts.sorted.bed.starch	4138.0
DS11918	NHDF_Neo	nan	nan	/net/seq/data/aggregations/LN2367/aggregation-4187/peaks/LN2367.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2367/aggregation-4187/LN2367.GRCh38_no_alts.cutcounts.sorted.bed.starch	4187.0
DS11923	NHDF_Neo	nan	nan	/net/seq/data/aggregations/LN2368/aggregation-4186/peaks/LN2368.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2368/aggregation-4186/LN2368.GRCh38_no_alts.cutcounts.sorted.bed.starch	4186.0
DS11474	NHEK	nan	nan	/net/seq/data/aggregations/LN2188/aggregation-4197/peaks/LN2188.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2188/aggregation-4197/LN2188.GRCh38_no_alts.cutcounts.sorted.bed.starch	4197.0
DS11476	NHEK	nan	nan	/net/seq/data/aggregations/LN2190/aggregation-4196/peaks/LN2190.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2190/aggregation-4196/LN2190.GRCh38_no_alts.cutcounts.sorted.bed.starch	4196.0
DS12829	NHLF	nan	nan	/net/seq/data/aggregations/LN2632/aggregation-4141/peaks/LN2632.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2632/aggregation-4141/LN2632.GRCh38_no_alts.cutcounts.sorted.bed.starch	4141.0
DS12834	NHLF	nan	nan	/net/seq/data/aggregations/LN2633/aggregation-4140/peaks/LN2633.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2633/aggregation-4140/LN2633.GRCh38_no_alts.cutcounts.sorted.bed.starch	4140.0
DS18739	NPC	nan	nan	/net/seq/data/aggregations/LN4378/aggregation-8940/peaks/LN4378.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4378/aggregation-8940/LN4378.GRCh38_no_alts.cutcounts.sorted.bed.starch	8940.0
DS20153	NPC	nan	nan	/net/seq/data/aggregations/LN4745/aggregation-8880/peaks/LN4745.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4745/aggregation-8880/LN4745.GRCh38_no_alts.cutcounts.sorted.bed.starch	8880.0
DS14564	NT2_D1	nan	nan	/net/seq/data/aggregations/LN3109/aggregation-4084/peaks/LN3109.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3109/aggregation-4084/LN3109.GRCh38_no_alts.cutcounts.sorted.bed.starch	4084.0
DS14575	NT2_D1	nan	nan	/net/seq/data/aggregations/LN3113/aggregation-4083/peaks/LN3113.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3113/aggregation-4083/LN3113.GRCh38_no_alts.cutcounts.sorted.bed.starch	4083.0
DS20827	Ovary	nan	nan	/net/seq/data/aggregations/LN10012/aggregation-8845/peaks/LN10012.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10012/aggregation-8845/LN10012.GRCh38_no_alts.cutcounts.sorted.bed.starch	8845.0
DS9873	PANC1	nan	nan	/net/seq/data/aggregations/LN1753/aggregation-4212/peaks/LN1753.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1753/aggregation-4212/LN1753.GRCh38_no_alts.cutcounts.sorted.bed.starch	4212.0
DS9955	PANC1	nan	nan	/net/seq/data/aggregations/LN1782/aggregation-4211/peaks/LN1782.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1782/aggregation-4211/LN1782.GRCh38_no_alts.cutcounts.sorted.bed.starch	4211.0
DS20753	Pancreas	nan	nan	/net/seq/data/aggregations/LN10011/aggregation-8846/peaks/LN10011.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10011/aggregation-8846/LN10011.GRCh38_no_alts.cutcounts.sorted.bed.starch	8846.0
DS20842	Pancreas	nan	nan	/net/seq/data/aggregations/LN10010/aggregation-8847/peaks/LN10010.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10010/aggregation-8847/LN10010.GRCh38_no_alts.cutcounts.sorted.bed.starch	8847.0
DS12088	PrEC	nan	nan	/net/seq/data/aggregations/LN2417/aggregation-4180/peaks/LN2417.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2417/aggregation-4180/LN2417.GRCh38_no_alts.cutcounts.sorted.bed.starch	4180.0
DS12098	PrEC	nan	nan	/net/seq/data/aggregations/LN2419/aggregation-4179/peaks/LN2419.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2419/aggregation-4179/LN2419.GRCh38_no_alts.cutcounts.sorted.bed.starch	4179.0
DS20904	RPMI_7951	nan	nan	/net/seq/data/aggregations/LN4930/aggregation-5616/peaks/LN4930.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4930/aggregation-5616/LN4930.GRCh38_no_alts.cutcounts.sorted.bed.starch	5616.0
DS20909	RPMI_7951	nan	nan	/net/seq/data/aggregations/LN4931/aggregation-5615/peaks/LN4931.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4931/aggregation-5615/LN4931.GRCh38_no_alts.cutcounts.sorted.bed.starch	5615.0
DS14061	RPTEC	nan	nan	/net/seq/data/aggregations/LN2954/aggregation-4095/peaks/LN2954.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2954/aggregation-4095/LN2954.GRCh38_no_alts.cutcounts.sorted.bed.starch	4095.0
DS14065	RPTEC	nan	nan	/net/seq/data/aggregations/LN2955/aggregation-4094/peaks/LN2955.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2955/aggregation-4094/LN2955.GRCh38_no_alts.cutcounts.sorted.bed.starch	4094.0
DS10514	SAEC	nan	nan	/net/seq/data/aggregations/LN1924/aggregation-4206/peaks/LN1924.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1924/aggregation-4206/LN1924.GRCh38_no_alts.cutcounts.sorted.bed.starch	4206.0
DS10518	SAEC	nan	nan	/net/seq/data/aggregations/LN1926/aggregation-4205/peaks/LN1926.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1926/aggregation-4205/LN1926.GRCh38_no_alts.cutcounts.sorted.bed.starch	4205.0
DS8476	SKNSH	nan	nan	/net/seq/data/aggregations/LN1310/aggregation-4216/peaks/LN1310.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1310/aggregation-4216/LN1310.GRCh38_no_alts.cutcounts.sorted.bed.starch	4216.0
DS8482	SKNSH	nan	nan			
DS14408	SK_N_MC	nan	nan	/net/seq/data/aggregations/LN3052/aggregation-4088/peaks/LN3052.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3052/aggregation-4088/LN3052.GRCh38_no_alts.cutcounts.sorted.bed.starch	4088.0
DS14413	SK_N_MC	nan	nan	/net/seq/data/aggregations/LN3054/aggregation-4087/peaks/LN3054.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3054/aggregation-4087/LN3054.GRCh38_no_alts.cutcounts.sorted.bed.starch	4087.0
DS11939	SkMC	nan	nan	/net/seq/data/aggregations/LN2371/aggregation-4185/peaks/LN2371.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2371/aggregation-4185/LN2371.GRCh38_no_alts.cutcounts.sorted.bed.starch	4185.0
DS11949	SkMC	nan	nan	/net/seq/data/aggregations/LN2373/aggregation-4184/peaks/LN2373.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2373/aggregation-4184/LN2373.GRCh38_no_alts.cutcounts.sorted.bed.starch	4184.0
DS18224	Skin_Fibroblasts	nan	nan	/net/seq/data/aggregations/LN4158/aggregation-8980/peaks/LN4158.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4158/aggregation-8980/LN4158.GRCh38_no_alts.cutcounts.sorted.bed.starch	8980.0
DS18229	Skin_Fibroblasts	nan	nan	/net/seq/data/aggregations/LN4159/aggregation-8979/peaks/LN4159.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4159/aggregation-8979/LN4159.GRCh38_no_alts.cutcounts.sorted.bed.starch	8979.0
DS18252	Skin_Fibroblasts	nan	nan	/net/seq/data/aggregations/LN4163/aggregation-8978/peaks/LN4163.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4163/aggregation-8978/LN4163.GRCh38_no_alts.cutcounts.sorted.bed.starch	8978.0
DS18256	Skin_Fibroblasts	nan	nan	/net/seq/data/aggregations/LN4164/aggregation-8977/peaks/LN4164.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4164/aggregation-8977/LN4164.GRCh38_no_alts.cutcounts.sorted.bed.starch	8977.0
DS18692	Skin_Keratinocytes	nan	nan	/net/seq/data/aggregations/LN10008/aggregation-8848/peaks/LN10008.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10008/aggregation-8848/LN10008.GRCh38_no_alts.cutcounts.sorted.bed.starch	8848.0
DS18695	Skin_Keratinocytes	nan	nan	/net/seq/data/aggregations/LN4367/aggregation-8945/peaks/LN4367.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4367/aggregation-8945/LN4367.GRCh38_no_alts.cutcounts.sorted.bed.starch	8945.0
DS18714	Skin_Keratinocytes	nan	nan	/net/seq/data/aggregations/LN4373/aggregation-8944/peaks/LN4373.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4373/aggregation-8944/LN4373.GRCh38_no_alts.cutcounts.sorted.bed.starch	8944.0
DS18718	Skin_Keratinocytes	nan	nan	/net/seq/data/aggregations/LN4374/aggregation-8943/peaks/LN4374.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4374/aggregation-8943/LN4374.GRCh38_no_alts.cutcounts.sorted.bed.starch	8943.0
DS18590	Skin_Melanocytes	nan	nan	/net/seq/data/aggregations/LN10007/aggregation-8849/peaks/LN10007.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10007/aggregation-8849/LN10007.GRCh38_no_alts.cutcounts.sorted.bed.starch	8849.0
DS18601	Skin_Melanocytes	nan	nan	/net/seq/data/aggregations/LN4335/aggregation-8949/peaks/LN4335.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4335/aggregation-8949/LN4335.GRCh38_no_alts.cutcounts.sorted.bed.starch	8949.0
DS18668	Skin_Melanocytes	nan	nan	/net/seq/data/aggregations/LN4360/aggregation-8946/peaks/LN4360.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4360/aggregation-8946/LN4360.GRCh38_no_alts.cutcounts.sorted.bed.starch	8946.0
DS19662	Skin_Melanocytes	nan	nan	/net/seq/data/aggregations/LN10006/aggregation-8850/peaks/LN10006.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10006/aggregation-8850/LN10006.GRCh38_no_alts.cutcounts.sorted.bed.starch	8850.0
DS20770	Small_Bowel_Mucosa	nan	nan			
DS19790	T_47D	nan	nan	/net/seq/data/aggregations/LN4655/aggregation-4041/peaks/LN4655.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4655/aggregation-4041/LN4655.GRCh38_no_alts.cutcounts.sorted.bed.starch	4041.0
DS19794	T_47D	nan	nan	/net/seq/data/aggregations/LN4656/aggregation-5619/peaks/LN4656.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4656/aggregation-5619/LN4656.GRCh38_no_alts.cutcounts.sorted.bed.starch	5619.0
DS18736	Trophoblast	nan	nan	/net/seq/data/aggregations/LN4377/aggregation-8941/peaks/LN4377.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4377/aggregation-8941/LN4377.GRCh38_no_alts.cutcounts.sorted.bed.starch	8941.0
DS19317	Trophoblast	nan	nan	/net/seq/data/aggregations/LN10001/aggregation-8851/peaks/LN10001.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10001/aggregation-8851/LN10001.GRCh38_no_alts.cutcounts.sorted.bed.starch	8851.0
DS13670	WERI_Rb1	nan	nan	/net/seq/data/aggregations/LN2852/aggregation-4104/peaks/LN2852.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2852/aggregation-4104/LN2852.GRCh38_no_alts.cutcounts.sorted.bed.starch	4104.0
DS13681	WERI_Rb1	nan	nan	/net/seq/data/aggregations/LN2855/aggregation-4103/peaks/LN2855.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2855/aggregation-4103/LN2855.GRCh38_no_alts.cutcounts.sorted.bed.starch	4103.0
DS14315	WI_38	nan	nan	/net/seq/data/aggregations/LN3034/aggregation-4092/peaks/LN3034.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3034/aggregation-4092/LN3034.GRCh38_no_alts.cutcounts.sorted.bed.starch	4092.0
DS14320	WI_38	nan	nan	/net/seq/data/aggregations/LN3035/aggregation-4091/peaks/LN3035.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3035/aggregation-4091/LN3035.GRCh38_no_alts.cutcounts.sorted.bed.starch	4091.0
DS14323	WI_38_TAM	nan	nan	/net/seq/data/aggregations/LN3036/aggregation-4090/peaks/LN3036.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3036/aggregation-4090/LN3036.GRCh38_no_alts.cutcounts.sorted.bed.starch	4090.0
DS14328	WI_38_TAM	nan	nan	/net/seq/data/aggregations/LN3037/aggregation-4089/peaks/LN3037.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3037/aggregation-4089/LN3037.GRCh38_no_alts.cutcounts.sorted.bed.starch	4089.0
DS11877	fBrain	nan	nan	/net/seq/data/aggregations/LN2347/aggregation-9157/peaks/LN2347.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2347/aggregation-9157/LN2347.GRCh38_no_alts.cutcounts.sorted.bed.starch	9157.0
DS14717	fBrain	nan	nan	/net/seq/data/aggregations/LN3164/aggregation-9132/peaks/LN3164.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3164/aggregation-9132/LN3164.GRCh38_no_alts.cutcounts.sorted.bed.starch	9132.0
DS14815	fBrain	nan	nan	/net/seq/data/aggregations/LN3188/aggregation-9126/peaks/LN3188.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3188/aggregation-9126/LN3188.GRCh38_no_alts.cutcounts.sorted.bed.starch	9126.0
DS12531	fHeart	nan	nan	/net/seq/data/aggregations/LN2553/aggregation-9152/peaks/LN2553.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2553/aggregation-9152/LN2553.GRCh38_no_alts.cutcounts.sorted.bed.starch	9152.0
DS20987	fKidney	nan	nan	/net/seq/data/aggregations/LN10084/aggregation-8818/peaks/LN10084.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10084/aggregation-8818/LN10084.GRCh38_no_alts.cutcounts.sorted.bed.starch	8818.0
DS17550	fKidney_renal_cortex_L	nan	nan	/net/seq/data/aggregations/LN4016/aggregation-9029/peaks/LN4016.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4016/aggregation-9029/LN4016.GRCh38_no_alts.cutcounts.sorted.bed.starch	9029.0
DS18542	fKidney_renal_cortex_L	nan	nan	/net/seq/data/aggregations/LN4313/aggregation-8951/peaks/LN4313.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4313/aggregation-8951/LN4313.GRCh38_no_alts.cutcounts.sorted.bed.starch	8951.0
DS18931	fKidney_renal_cortex_L	nan	nan	/net/seq/data/aggregations/LN4409/aggregation-8934/peaks/LN4409.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4409/aggregation-8934/LN4409.GRCh38_no_alts.cutcounts.sorted.bed.starch	8934.0
DS19257	fKidney_renal_cortex_L	nan	nan	/net/seq/data/aggregations/LN4499/aggregation-8918/peaks/LN4499.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4499/aggregation-8918/LN4499.GRCh38_no_alts.cutcounts.sorted.bed.starch	8918.0
DS17545	fKidney_renal_cortex_R	nan	nan	/net/seq/data/aggregations/LN4014/aggregation-9031/peaks/LN4014.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4014/aggregation-9031/LN4014.GRCh38_no_alts.cutcounts.sorted.bed.starch	9031.0
DS18928	fKidney_renal_cortex_R	nan	nan	/net/seq/data/aggregations/LN4408/aggregation-8935/peaks/LN4408.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4408/aggregation-8935/LN4408.GRCh38_no_alts.cutcounts.sorted.bed.starch	8935.0
DS19254	fKidney_renal_cortex_R	nan	nan	/net/seq/data/aggregations/LN4498/aggregation-8919/peaks/LN4498.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4498/aggregation-8919/LN4498.GRCh38_no_alts.cutcounts.sorted.bed.starch	8919.0
DS17553	fKidney_renal_pelvis_L	nan	nan	/net/seq/data/aggregations/LN4017/aggregation-9028/peaks/LN4017.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4017/aggregation-9028/LN4017.GRCh38_no_alts.cutcounts.sorted.bed.starch	9028.0
DS18666	fKidney_renal_pelvis_L	nan	nan	/net/seq/data/aggregations/LN4359/aggregation-8947/peaks/LN4359.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4359/aggregation-8947/LN4359.GRCh38_no_alts.cutcounts.sorted.bed.starch	8947.0
DS18964	fKidney_renal_pelvis_L	nan	nan	/net/seq/data/aggregations/LN4424/aggregation-8931/peaks/LN4424.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4424/aggregation-8931/LN4424.GRCh38_no_alts.cutcounts.sorted.bed.starch	8931.0
DS19238	fKidney_renal_pelvis_L	nan	nan	/net/seq/data/aggregations/LN4492/aggregation-8920/peaks/LN4492.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4492/aggregation-8920/LN4492.GRCh38_no_alts.cutcounts.sorted.bed.starch	8920.0
DS17548	fKidney_renal_pelvis_R	nan	nan	/net/seq/data/aggregations/LN4015/aggregation-9030/peaks/LN4015.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4015/aggregation-9030/LN4015.GRCh38_no_alts.cutcounts.sorted.bed.starch	9030.0
DS18663	fKidney_renal_pelvis_R	nan	nan	/net/seq/data/aggregations/LN4358/aggregation-8948/peaks/LN4358.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4358/aggregation-8948/LN4358.GRCh38_no_alts.cutcounts.sorted.bed.starch	8948.0
DS18961	fKidney_renal_pelvis_R	nan	nan	/net/seq/data/aggregations/LN4423/aggregation-8932/peaks/LN4423.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4423/aggregation-8932/LN4423.GRCh38_no_alts.cutcounts.sorted.bed.starch	8932.0
DS19235	fKidney_renal_pelvis_R	nan	nan	/net/seq/data/aggregations/LN4491/aggregation-8921/peaks/LN4491.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4491/aggregation-8921/LN4491.GRCh38_no_alts.cutcounts.sorted.bed.starch	8921.0
DS14751	fLung	nan	nan	/net/seq/data/aggregations/LN3176/aggregation-9129/peaks/LN3176.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3176/aggregation-9129/LN3176.GRCh38_no_alts.cutcounts.sorted.bed.starch	9129.0
DS14820	fLung	nan	nan	/net/seq/data/aggregations/LN3189/aggregation-9125/peaks/LN3189.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3189/aggregation-9125/LN3189.GRCh38_no_alts.cutcounts.sorted.bed.starch	9125.0
DS17767	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4072/aggregation-9007/peaks/LN4072.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4072/aggregation-9007/LN4072.GRCh38_no_alts.cutcounts.sorted.bed.starch	9007.0
DS17850	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4090/aggregation-8996/peaks/LN4090.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4090/aggregation-8996/LN4090.GRCh38_no_alts.cutcounts.sorted.bed.starch	8996.0
DS18083	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4137/aggregation-8985/peaks/LN4137.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4137/aggregation-8985/LN4137.GRCh38_no_alts.cutcounts.sorted.bed.starch	8985.0
DS18377	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4251/aggregation-8976/peaks/LN4251.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4251/aggregation-8976/LN4251.GRCh38_no_alts.cutcounts.sorted.bed.starch	8976.0
DS18454	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4278/aggregation-8965/peaks/LN4278.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4278/aggregation-8965/LN4278.GRCh38_no_alts.cutcounts.sorted.bed.starch	8965.0
DS18468	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4282/aggregation-8961/peaks/LN4282.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4282/aggregation-8961/LN4282.GRCh38_no_alts.cutcounts.sorted.bed.starch	8961.0
DS18842	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4392/aggregation-8938/peaks/LN4392.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4392/aggregation-8938/LN4392.GRCh38_no_alts.cutcounts.sorted.bed.starch	8938.0
DS19117	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4469/aggregation-8925/peaks/LN4469.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4469/aggregation-8925/LN4469.GRCh38_no_alts.cutcounts.sorted.bed.starch	8925.0
DS19384	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4522/aggregation-8909/peaks/LN4522.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4522/aggregation-8909/LN4522.GRCh38_no_alts.cutcounts.sorted.bed.starch	8909.0
DS19441	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4533/aggregation-8902/peaks/LN4533.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4533/aggregation-8902/LN4533.GRCh38_no_alts.cutcounts.sorted.bed.starch	8902.0
DS19648	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4609/aggregation-8895/peaks/LN4609.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4609/aggregation-8895/LN4609.GRCh38_no_alts.cutcounts.sorted.bed.starch	8895.0
DS20244	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4774/aggregation-8873/peaks/LN4774.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4774/aggregation-8873/LN4774.GRCh38_no_alts.cutcounts.sorted.bed.starch	8873.0
DS20789	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN4903/aggregation-8856/peaks/LN4903.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4903/aggregation-8856/LN4903.GRCh38_no_alts.cutcounts.sorted.bed.starch	8856.0
DS21048	fMuscle_back	nan	nan	/net/seq/data/aggregations/LN10114/aggregation-8811/peaks/LN10114.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10114/aggregation-8811/LN10114.GRCh38_no_alts.cutcounts.sorted.bed.starch	8811.0
DS17429	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN3960/aggregation-9044/peaks/LN3960.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3960/aggregation-9044/LN3960.GRCh38_no_alts.cutcounts.sorted.bed.starch	9044.0
DS18386	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4254/aggregation-8973/peaks/LN4254.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4254/aggregation-8973/LN4254.GRCh38_no_alts.cutcounts.sorted.bed.starch	8973.0
DS18456	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4279/aggregation-8964/peaks/LN4279.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4279/aggregation-8964/LN4279.GRCh38_no_alts.cutcounts.sorted.bed.starch	8964.0
DS18471	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4283/aggregation-8960/peaks/LN4283.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4283/aggregation-8960/LN4283.GRCh38_no_alts.cutcounts.sorted.bed.starch	8960.0
DS18844	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4393/aggregation-8937/peaks/LN4393.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4393/aggregation-8937/LN4393.GRCh38_no_alts.cutcounts.sorted.bed.starch	8937.0
DS19115	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4468/aggregation-8926/peaks/LN4468.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4468/aggregation-8926/LN4468.GRCh38_no_alts.cutcounts.sorted.bed.starch	8926.0
DS19158	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4478/aggregation-8924/peaks/LN4478.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4478/aggregation-8924/LN4478.GRCh38_no_alts.cutcounts.sorted.bed.starch	8924.0
DS19272	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4502/aggregation-8916/peaks/LN4502.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4502/aggregation-8916/LN4502.GRCh38_no_alts.cutcounts.sorted.bed.starch	8916.0
DS19291	fMuscle_leg	nan	nan	/net/seq/data/aggregations/LN4510/aggregation-8913/peaks/LN4510.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4510/aggregation-8913/LN4510.GRCh38_no_alts.cutcounts.sorted.bed.starch	8913.0
